text,label
"  Let $G$ be a finite simple graph and $I(G)$ denote the corresponding edge ideal in a polynomial ring over a field $\mathbb{K}$. In this paper, we obtain upper bounds for the Castelnuovo-Mumford regularity of symbolic powers of certain classes of edge ideals. We also prove that for several classes of graphs, the regularity of symbolic powers of their edge ideals coincides with that of their ordinary powers. ",mathematics
"  We developed a low emittance electron storage ring with large 6D dynamic aperture. Contrary to the traditional approach using strong focusing magnetic cells with optimized (and large) horizontal phase advance, which yields huge natural chromaticity, we employed a relatively weak focusing lattice with low chromaticity per cell and, consequently, wide on- and off-momentum dynamic aperture. Inevitable for weak focusing emittance growth, we compensated by slicing the lattice into many short, with small bending angle, elementary periodic cells. To reduce the size, we superimposed focusing gradient and chromaticity compensating sextupole components over the dipole field utilizing superconducting magnets based on the Canted Cosine Theta (CCT) winding technology. The result is a model lattice with 50 pm horizontal emittance at 3 GeV beam energy, with 400-500 m circumference and large 6D aperture. ",physics
"  A topological order is a new quantum phase that is beyond Landau's symmetry-breaking paradigm. Its defining features include robust degenerate ground states, long-range entanglement and anyons. It was known that $R$- and $F$-matrices, which characterize the fusion-braiding properties of anyons, can be used to uniquely identify topological order. In this article, we explore an essential question: how can the $R$- and $F$-matrices be experimentally measured? By using quantum simulations based on a toric code model with boundaries and state-of-the-art technology, we show that the braidings, i.e. the $R$-matrices, can be completely determined by the half braidings of boundary excitations due to the boundary-bulk duality and the anyon condensation. The $F$-matrices can also be measured in a scattering quantum circuit involving the fusion of three anyons in two different orders. Thus we provide an experimental protocol for measuring the unique identifiers of topological order. ",quantum physics
"  The truncated Milstein method, which was initially proposed in (Guo, Liu, Mao and Yue 2018), is extended to the non-autonomous stochastic differential equations with the super-linear state variable and the H\""older continuous time variable. The convergence rate is proved. Compared with the initial work, the requirements on the step-size is also significantly released. In addition, the technique of the randomized step-size is employed to raise the convergence rate of the truncated Milstein method. ",mathematics
"  We consider a problem of great practical interest: the repairing and recovery of a low-dimensional manifold embedded in high-dimensional space from noisy scattered data. Suppose that we observe a point cloud sampled from the low-dimensional manifold, with noise, and let us assume that there are holes in the data. Can we recover missing information inside the holes? While in low-dimension the problem was extensively studied, manifold repairing in high dimension is still an open problem. We introduce a new approach, called Repairing Manifold Locally Optimal Projection (R-MLOP), that expands the MLOP method introduced by Faigenbaum-Golovin et al. in 2020, to cope with manifold repairing in low and high-dimensional cases. The proposed method can deal with multiple holes in a manifold. We prove the validity of the proposed method, and demonstrate the effectiveness of our approach by considering different manifold topologies, for single and multiple holes repairing, in low and high dimensions. ",mathematics
"  A vertex-transitive map $X$ is a map on a surface on which the automorphism group of $X$ acts transitively on the set of vertices of $X$. If the face-cycles at all the vertices in a map are of same type then the map is called a semi-equivelar map. Clearly, a vertex-transitive map is semi-equivelar. Converse of this is not true in general. In particular, there are semi-equivelar maps on the torus, on the Klein bottle and on the surfaces of Euler characteristics $-1$ $\&$ $-2$ which are not vertex-transitive.   It is known that the boundaries of Platonic solids, Archimedean solids, regular prisms and antiprisms are vertex-transitive maps on $\mathbb{S}^2$. Here we show that there is exactly one semi-equivelar map on $\mathbb{S}^2$ which is not vertex-transitive. More precisely, we show that a semi-equivelar map on $\mathbb{S}^2$ is the boundary of a Platonic solid, an Archimedean solid, a regular prism, an antiprism or the pseudorhombicuboctahedron. As a consequence, we show that all the semi-equivelar maps on $\mathbb{RP}^2$ are vertex-transitive. Moreover, every semi-equivelar map on $\mathbb{S}^2$ can be geometrized, i.e., every semi-equivelar map on $\mathbb{S}^2$ is isomorphic to a semi-regular tiling of $\mathbb{S}^2$. In the course of the proof of our main result, we present a combinatorial characterization in terms of an inequality of all the types of semi-equivelar maps on $\mathbb{S}^2$. Here, we present self-contained combinatorial proofs of all our results. ",mathematics
"  When a channel model is available, learning how to communicate on fading noisy channels can be formulated as the (unsupervised) training of an autoencoder consisting of the cascade of encoder, channel, and decoder. An important limitation of the approach is that training should be generally carried out from scratch for each new channel. To cope with this problem, prior works considered joint training over multiple channels with the aim of finding a single pair of encoder and decoder that works well on a class of channels. As a result, joint training ideally mimics the operation of non-coherent transmission schemes. In this paper, we propose to obviate the limitations of joint training via meta-learning: Rather than training a common model for all channels, meta-learning finds a common initialization vector that enables fast training on any channel. The approach is validated via numerical results, demonstrating significant training speed-ups, with effective encoders and decoders obtained with as little as one iteration of Stochastic Gradient Descent. ",electrical engineering and systems science
"  We introduce a new hybrid qubit consisting of a Majorana qubit interacting with a transmon longitudinally coupled to a resonator. To do so, we equip the longitudinal transmon qubit with topological quasiparticles, supported by an array of heterostructure nanowires, and derive charge- and phase-based interactions between the Majorana qubit and the resonator and transmon degrees of freedom. Inspecting the charge coupling, we demonstrate that the Majorana self-charging can be eliminated by a judicious choice of charge offset, thereby maintaining the Majorana degeneracy regardless of the quasiparticles spatial arrangement and parity configuration. We perform analytic and numerical calculations to derive the effective qubit-qubit interaction elements and discuss their potential utility for state readout and quantum error correction. Further, we find that select interactions depend strongly on the overall superconducting parity, which may provide a direct mechanism to characterize deleterious quasiparticle poisoning processes. ",quantum physics
"  The goal of this paper is to obtain quantitative results on the number and on the size of maximal independent sets and maximal matchings in several block-stable graph classes that satisfy a proper sub-criticality condition. In particular we cover trees, cacti graphs and series-parallel graphs. The proof methods are based on a generating function approach and a proper singularity analysis of solutions of implicit systems of functional equations in several variables. As a byproduct, this method extends previous results of Meir and Moon for trees [Meir, Moon: On maximal independent sets of nodes in trees, Journal of Graph Theory 1988]. ",mathematics
"  Let $S_n f$ be the $n$-th partial sum of the Fourier series of a function $f$ in $L^1(\mathfrak{D})$, where $\mathfrak{D}$ is the ring of integers of a local field $K$. For $1<p<\infty$, we characterize all weight functions $w$ such that for any function $f\in L^p(\mathfrak{D}, w)$, we have $f\in L^1(\mathfrak{D})$ and the partial sum operators $S_n$, $n\geq 0$, are uniformly bounded on $L^p(\mathfrak{D}, w)$. This includes the case where $K$ is a $p$-adic number field or a $p$-series field, and in particular, when $\mathfrak{D}$ is the ring of the integers of Walsh-Paley or dyadic group $2^\omega$. As an application, in a local field $K$ of positive characteristic, we provide a necessary and sufficient condition on a function $\varphi\in L^2(K)$ so that the collection of translates of $\varphi$ forms a Schauder basis for its closed linear span. Moreover, we establish sharp bounds for the Hardy-Littlewood maximal operator. ",mathematics
  The main purpose of the note is to exclude the existence of certain submaximal curves in fake projective planes. This will lead to lower bounds on multipoint Seshadri constants of `fake' $\mathcal{O}(1)$ on fake projective planes. ,mathematics
"  We discuss in a statistical physics framework the idea that ``the whole is less than the parts'', as sometimes advocated by sociologists in view of the intrinsic complexity of humans, and try to reconcile this idea with the statistical physicists wisdom according to which ``the whole is more than the sum of its parts'' due to collective phenomena. We consider a simple mean-field model of interacting agents having an intrinsic complexity modeled by a large number of internal configurations. We show by analytically solving the model that interactions between agents lead, in some parameter range, to a `standardization' of agents in the sense that all agents collapse in the same internal state, thereby drastically suppressing their complexity. Slightly generalizing the model, we find that agents standardization may lead to a global order if appropriate interactions are included. Hence, in this simple model, both agents standardization and collective organization may be viewed as two sides of the same coin. ",physics
"  With the rapid development of various services in wireless communications, spectrum resource has become increasingly valuable. Faster-than-Nyquist (FTN) signaling, which was proposed in the 1970s, has been a promising paradigm to improve the spectrum utilization. In this paper, we try to apply FTN into secure communications and propose a secure and high-spectrum-efficiency transmission system based on FTN and deep learning (DL). In the proposed system, the hopping symbol packing ratio with random values makes it difficult for the eavesdropper to obtain the accurate symbol rate and inter-symbol interference (ISI). While the receiver can use the blind estimation to choose the true parameters with the aid of DL. The results show that without the accurate symbol packing ratio, the eavesdropper will suffer from severe performance degradation. As a result, the system can achieve a secure transmission with a higher spectrum efficiency. Also, we propose a simplified symbol packing ratio estimation which has bee employed in our proposed system. Results show that the proposed simplified estimation achieves nearly the same performance as the original structure while its complexity has been greatly reduced. ",electrical engineering and systems science
"  The early detection of tipping points, which describe a rapid departure from a stable state, is an important theoretical and practical challenge. Tipping points are most commonly associated with the disappearance of steady-state or periodic solutions at fold bifurcations. We discuss here multi-frequency tipping (M-tipping), which is tipping due to the disappearance of an attracting torus. M-tipping is a generic phenomenon in systems with at least two intrinsic or external frequencies that can interact and, hence, is relevant to a wide variety of systems of interest. We show that the more complicated sequence of bifurcations involved in M-tipping provides a possible consistent explanation for as yet unexplained behavior observed near tipping in climate models for the Atlantic meridional overturning circulation. More generally, this work provides a path towards identifying possible early-warning signs of tipping in multiple-frequency systems. ",mathematics
"  Phase field theory for fracture is developed at large strains with an emphasis on a correct introduction of surface stresses. This is achieved by multiplying the cohesion and gradient energies by the local ratio of the crack surface areas in the deformed and undeformed configurations and with the gradient energy in terms of the gradient of the order parameter in the reference configuration. This results in an expression for the surface stresses which is consistent with the sharp surface approach. Namely, the structural part of the Cauchy surface stress represents an isotropic biaxial tension, with the magnitude of a force per unit length equal to the surface energy. The surface stresses are a result of the geometric nonlinearities, even when strains are infinitesimal. They make multiple contributions to the Ginzburg-Landau equation for damage evolution, both in the deformed and undeformed configurations. Important connections between material parameters are obtained using an analytical solution for two separating surfaces, as well as an analysis of the stress-strain curves for homogeneous tension for different degradation and interpolation functions. A complete system of equations is presented in the undeformed and deformed configurations. All the phase field parameters are obtained utilizing the existing first principle simulations for the uniaxial tension of Si crystal in the [100] and [111] directions. ",physics
"  We investigate the relation between the subleading soft graviton theorem and asymptotic symmetries in gravity in even dimensions higher than four. After rewriting the subleading soft graviton theorem as a Ward identity, we argue that the charges of such identity generate Diff$(S^{2m})$. In order to show that, we propose suitable commutation relation among certain components of the metric fields. As a result, all Diff$(S^{2m})$ transformations are symmetries of gravitational scattering. ",high energy physics theory
"  Quantum mechanics/molecular mechanics (QM/MM) is a standard computational tool for describing chemical reactivity in systems with many degrees of freedom, including polymers, enzymes, and reacting molecules in complex solvents. However, QM/MM is less suitable for systems with complex MM dynamics due to associated long relaxation times, the high computational cost of QM energy evaluations, and expensive long-range electrostatics. Recently, a systematic coarse-graining of the MM part was proposed to overcome these QM/MM limitations in the form of the quantum mechanics/coarse-grained molecular mechanics (QM/CG-MM) approach. Herein, we recast QM/CG-MM in the density functional theory formalism and, by employing the force-matching variational principle, access the method performance for two model systems: QM CCl4 in the MM CCl4 liquid and the reaction of tert-butyl hypochlorite with the benzyl radical in the MM CCl4 solvent. We find that DFT-QM/CG-MM accurately reproduces DFT-QM/MM radial distribution functions and 3-body correlations between QM and CG-MM subsystems. The free energy profile of the reaction is also described well, with an error < 1-2 kcal/mol. DFT-QM/CG-MM is a general, systematic, and computationally efficient approach to include chemical reactivity in coarse-grained molecular models. ",physics
"  Traffic Collision Avoidance Systems (TCAS) are safety-critical systems required on most commercial aircrafts in service today. However, TCAS was not designed to account for malicious actors. While in the past it may have been infeasible for an attacker to craft radio signals to mimic TCAS signals, attackers today have access to open-source digital signal processing software, like GNU Radio, and inexpensive software defined radios (SDR) that enable the transmission of spurious TCAS messages. In this paper, methods, both qualitative and quantitative, for analyzing TCAS from an adversarial perspective are presented. To demonstrate the feasibility of inducing near mid-air collisions between current day TCAS-equipped aircraft, an experimental Phantom Aircraft generator is developed using GNU Radio and an SDR against a realistic threat model. ",electrical engineering and systems science
"  This work concerns the numerical approximation of a multicomponent compressible Euler system for a fluid mixture in multiple space dimensions on unstructured meshes with a high-order discontinuous Galerkin spectral element method (DGSEM). We first derive an entropy stable (ES) and robust (i.e., that preserves the positivity of the partial densities and internal energy) three-point finite volume scheme using relaxation-based approximate Riemann solvers from Bouchut [Nonlinear stability of finite volume methods for hyperbolic conservation laws and well-balanced schemes for sources, Birkhauser] and Coquel and Perthame [SINUM, 35, 1998]. Then, we consider the DGSEM based on collocation of quadrature and interpolation points which relies on the framework introduced by Fisher and Carpenter [JCP, 252, 2013] and Gassner [SISC, 35, 2013]. We replace the physical fluxes in the integrals over discretization elements by entropy conservative numerical fluxes [Tadmor, MCOM, 49, 1987], while ES numerical fluxes are used at element interfaces. We thus derive a two-point numerical flux satisfying the Tadmor's entropy conservation condition and use the numerical flux from the three-point scheme as ES flux. Time discretization is performed with a strong-stability preserving Runge-Kutta scheme. We then derive conditions on the numerical parameters to guaranty a semi-discrete entropy inequality as well as positivity of the cell average of the partial densities and internal energy of the fully discrete DGSEM at any approximation order. The later results allow to use existing limiters in order to restore positivity of nodal values within elements. The scheme also resolves exactly stationary material interfaces. Numerical experiments in one and two space dimensions on flows with discontinuous solutions support the conclusions of our analysis and highlight stability, robustness and high resolution of the scheme. ",mathematics
"  We study the minimum time to implement an arbitrary two-qubit gate in two heteronuclear spins systems. We give a systematic characterization of two-qubit gates based on the invariants of local equivalence. The quantum gates are classified into four classes, and for each class the analytical formula of the minimum time to implement the quantum gates is explicitly presented. For given quantum gates, by calculating the corresponding invariants one easily obtains the classes to which the quantum gates belong. In particular, we analyze the effect of global phases on the minimum time to implement the gate. Our results present complete solutions to the optimal time problem in implementing an arbitrary two-qubit gate in two heteronuclear spins systems. Detailed examples are given to typical two-qubit gates with or without global phases. ",quantum physics
"  Early detection of diabetic retinopathy prevents visual loss and blindness of a human eye. Based on the types of feature extraction method used, DR detection method can be broadly classified as Deep Convolutional Neural Network (CNN) based and traditional feature extraction (machine learning) based. This paper presents a comprehensive survey of existing feature extraction methods based on Deep CNN and conventional feature extraction for DR detection. In addition to that, this paper focuses on the severity scale measurement of the DR detection and to the best of our knowledge this is the first survey paper which covers severity grading scale. It is also necessary to mention that this is the first study which reviews the proposed Deep CNN based method in the state of the art for DR detection methods. This study discovers that recently proposed deep learning based DR detection methods provides higher accuracy than existing traditional feature extraction methods in the literature and also useful in large scale datasets. However, deep learning based methods require GPU implementation to get the desirable output. The one of the other major finding of this paper is that there are no obvious standard severity scale detection criteria to measure the grading. Some used binary class while many other used multi stage class. ",electrical engineering and systems science
"  CAlcium fluoride for the study of Neutrinos and Dark matters by Low-energy Spectrometer (CANDLES) searches for neutrino-less double beta decay of $^{48}$Ca using a CaF$_2$ scintillator array. A high Q-value of $^{48}$Ca at 4,272 keV enabled us to achieve very low background condition, however, at the same it causes difficulties in calibrating the detector's Q-value region because of the absence of a standard high-energy $\gamma$-ray source. Therefore, we have developed a novel calibration system based on $\gamma$-ray emission by neutron capture on $^{28}$Si, $^{56}$Fe and $^{58}$Ni nuclei. In the paper, we report the development of the new calibration system as well as the results of energy calibration in CANDLES up to 9 MeV. ",physics
"  We observe the actions of a $K$ sub-sample of $N$ individuals up to time $t$ for some large $K<N$. We model the relationships of individuals by i.i.d. Bernoulli($p$)-random variables, where $p\in (0,1]$ is an unknown parameter. The rate of action of each individual depends on some unknown parameter $\mu> 0$ and on the sum of some function $\phi$ of the ages of the actions of the individuals which influence him. The function $\phi$ is unknown but we assume it rapidly decays. The aim of this paper is to estimate the parameter $p$ asymptotically as $N\to \infty$, $K\to \infty$, and $t\to \infty$. Let $m_t$ be the average number of actions per individual up to time $t$. In the subcritical case, where $m_t$ increases linearly, we build an estimator of $p$ with the rate of convergence $\frac{1}{\sqrt{K}}+\frac{N}{m_t\sqrt{K}}+\frac{N}{K\sqrt{m_t}}$. In the supercritical case, where $m_{t}$ increases exponentially fast, we build an estimator of $p$ with the rate of convergence $\frac{1}{\sqrt{K}}+\frac{N}{m_{t}\sqrt{K}}$. ",mathematics
"  We discuss the role of higher dimensional operators in the spontaneous breaking of internal symmetry and scale invariance, in the context of the Lorentz invariant scalar field theory. Using the $\varepsilon$-expansion we determine phase diagrams and demonstrate that (un)stable RG flows computed with a certain basis of dimension 6 operators in the Lagrangian, map to (un)stable RG flows of another basis related to the first by field redefinitions. Crucial is the presence of reparametrization ghosts if Ostrogradsky ghosts appear. ",high energy physics theory
"  Algebraically fibering group is an algebraic generalization of the fibered 3-manifold group in higher dimensions. Let $M(\mathcal{P})$ and $M(\mathcal{E})$ be the cusped and compact hyperbolic real moment-angled manifolds associated to the hyperbolic right-angled 24-cell $\mathcal{P}$ and the hyperbolic right-angled 120-cell $\mathcal{E}$, respectively. Jankiewicz-Norin-Wise showed in [13] that $\pi_1(M(\mathcal{P}))$ and $\pi_1(M(\mathcal{E}))$ are algebraic fibered. Namely, there are two exact sequences $$1\rightarrow H_{\mathcal{P}}\rightarrow \pi_1(M(\mathcal{P}))\xrightarrow{\phi_{\mathcal{P}}} \mathbb{Z}\rightarrow 1,$$ $$1\rightarrow H_{\mathcal{E}}\rightarrow \pi_1(M(\mathcal{E}))\xrightarrow{\phi_{\mathcal{E}}} \mathbb{Z}\rightarrow 1,$$ where $H_{\mathcal{P}}$ and $H_{\mathcal{E}}$ are finitely generated. In this paper, we furtherly show that the groups $H_{\mathcal{P}}$ and $H_{\mathcal{E}}$ are not $FP_2$. In particular, those fiber-kernel groups are finitely generated, but not finitely presented. ",mathematics
"  In analogy to the development of fluorescent proteins, innovative tools for screening optoacoustic cell labels could lead to tailored protein labels for OA, imparting novel ways to visualize biological structure and function. Optoacoustic imaging emerges towards a highly promising modality for life sciences and medical practise with advantageous capabilities such as great accessible depth, and 3D studying of living tissue. The development of novel labels with molecular specificity could significantly enhance the optoacoustic contrast, specificity, and sensitivity and allow optoacoustic to interrogate tissues not amenable to the fluorescence method. We report on an optoacoustic flow cytometer (OAFC) prototype, developed for screening optoacoustic reporter genes. The cytometer concurrently records light scattering for referencing purposes. Since recording light scattering is completely independent from OA, we believe it to be a more reliable referencing method than e.g. fluorescence or ultrasound-backscatter. Precise characterization of our OAFC prototype showcases its ability to optoacoustically characterize objects in-flow that are in the size range of single cells. We apply the OAFC to distinguish individual E. coli cells based on optoacoustic properties of their expressed chromoproteins read in-flow using microfluidic arrangements and achieved precisions over 90%. We discuss how the light scattering referenced OAFC method offers a critical step towards routine measurement of optoacoustic properties of single-cells and could pave the way for identifying genetically encoded optoacoustic reporters, by transferring working concepts of the fluorescence field. ",physics
"  We use Gaia DR2 systemic proper motions of 45 satellite galaxies to constrain the mass of the Milky Way using the scale free mass estimator of Watkins et al. (2010). We first determine the anisotropy parameter $\beta$, and the tracer satellites' radial density index $\gamma$ to be $\beta$=$-0.67^{+0.45}_{-0.62}$ and $\gamma=2.11\pm0.23$. When we exclude possible former satellites of the Large Magellanic Cloud, the anisotropy changes to $\beta$=$-0.21^{+0.37}_{-0.51}$. We find that the index of the Milky Way's gravitational potential $\alpha$, which is dependent on the mass itself, is the parameter with the largest impact on the mass determination. Via comparison with cosmological simulations of Milky Way-like galaxies, we carried out a detailed analysis of the estimation of the observational uncertainties and their impact on the mass estimator. We found that the mass estimator is biased when applied naively to the satellites of simulated Milky Way halos. Correcting for this bias, we obtain for our Galaxy a mass of $0.58^{+0.15}_{-0.14}\times10^{12}$M$_\odot$ within 64 kpc, as computed from the inner half of our observational sample, and $1.43^{+0.35}_{-0.32}\times10^{12}$M$_\odot$ within 273 kpc, from the full sample; this latter value extrapolates to a virial mass of $M_\mathrm{vir\,\Delta=97}$=$1.51^{+0.45}_{-0.40} \times 10^{12}M_{\odot}$ corresponding to a virial radius of R$_\mathrm{vir}$=$308\pm29$ kpc. This value of the Milky Way mass lies in-between other mass estimates reported in the literature, from various different methods. ",astrophysics
"  Experiments on light dragging in a moving medium laid the cornerstones of modern physics more than a century ago, and they still are in the focus of current research. When linearly polarized light is transmitted through a rotating dielectric, the polarization plane is slightly rotated -- a phenomenon first studied by Fermi in 1923. For typical non-resonant dielectric materials, the measured polarization drag angle does not surpass several microradians. Here we show that this effect may be dramatically enhanced if the light is sent to a gas of fast unidirectionally spinning molecular superrotors. Several femtosecond-laser labs have already succeeded in optically creating such a medium. We show that the specific rotation power of the superrotor medium exceeds the values previously observed in mechanically rotated bulk optical specimens by many orders of magnitude. This nonreciprocal opto-mechanical phenomenon may open new avenues for ultra-fast control of the polarization state of light. ",physics
"  In this work we obtain known and new supersymmetric extensions of diverse asymptotic symmetries defined in three spacetime dimensions by considering the semigroup expansion method. The super-$BMS_3$, the superconformal algebra and new infinite-dimensional superalgebras are obtained by expanding the super-Virasoro algebra. The new superalgebras obtained are supersymmetric extensions of the asymptotic algebras of the Maxwell and the $\mathfrak{so}(2,2)\oplus\mathfrak{so}(2,1)$ gravity theories. We extend our results to the $\mathcal{N}=2$ and $\mathcal{N}=4$ cases and find that R-symmetry generators are required. We also show that the new infinite-dimensional structures are related through a flat limit $\ell \rightarrow \infty$. ",high energy physics theory
"  The synchronized operation of power generators is the foundation of electric power system stability and key to the prevention of undesired power outages and blackouts. Here, we derive the condition that guarantees synchronization in electric power systems with high levels of inverter-based generation when subjected to small perturbations, and perform a parametric sensitivity to understand synchronization with varied types of generators. Contrary to the popular belief that achieving a stable synchronized state is tied chiefly to system inertia, our results instead highlight the critical role of generator damping in achieving this pivotal state. Additionally, we report the feasibility of operating interconnected electric grids with a 100% power contribution from renewable generation technologies with assured system synchronization. The findings of this paper can set the basis for the development of advanced control architectures and grid optimization methods and has the potential to further pave the path towards the decarbonization of the electric power sector. ",electrical engineering and systems science
"  Automatic differentiation is a tool for numerically calculating derivatives of a given function up to machine precision. This tool is useful for quantum chemistry methods, which require the calculation of gradients either for the minimization of the energy with respect to wave function parameters or for the calculation of molecular responses to external perturbations. Herein, we apply automatic differentiation to the coupled cluster with doubles method, in which the wave function parameters are obtained by minimizing the energy Lagrangian. The benefit of this approach is that the l amplitudes can be obtained without implementation of the usual L-equations, thereby reducing the coding effort by approximately a factor of two. We also show that the excitation energies at the coupled cluster level can be ontained with only a few lines of the code using automatic differentiation. We further apply automatic differentiation to the multicomponent coupled cluster with doubles method, which treats more than one type of particle, such as electrons and protons, quantum mechanically. This approach will be especially useful for prototyping, debugging, and testing multicomponent quantum chemistry methods because reference and benchmark data are limited in this emerging field. ",physics
"  In this paper, two large-scale fading path loss models are presented based on indoor and outdoor channel measurements at 73 GHz. The line-of-sight millimeter-wave propagation measurement campaigns were uniquely conducted within the indoor and outdoor environments at an airport setting, i.e., the Boise Airport. The channel measurements were made with directional transmit and receive antennas with a 24 dBi gain at different receive antenna heights. From the measured data, we obtained the parameters of two path loss models, i.e., the close-in reference distance model (CIM) and the floating-intercept model (FIM). Results show that the path loss exponents estimated from the CIM are very close to that of the free-space path loss model, while the FIM provides a better fit to the measurement data. ",electrical engineering and systems science
"  Artificial Intelligence (AI) promises to fundamentally transform society but faces multiple challenges in doing so. In particular, state-of-the-art neuromorphic devices used to implement AI typically lack processes like neuromodulation and neural oscillations that are critical for enabling many advanced cognitive abilities shown by the brain. Here, we utilize smart materials, that adapt their structure and properties in response to external stimuli, to emulate the modulatory behaviour of neurons called neuromodulation. Leveraging these materials, we have designed and simulated the dynamics of a self-adaptive artificial neuron, which comprises five magnetic skyrmions hosted in a bilayer of thulium iron garnet (TmIG) and platinum (Pt). Micromagnetic simulations show that both the amplitudes and frequencies of neuronal dynamics can be modified by reconfiguring the skyrmion lattice, thereby actualizing neuromodulation. Further, we demonstrate that this neuron achieves a significant advancement over state-of-the-art by realizing the advanced cognitive abilities of context-awareness, cross-frequency coupling as well as information fusion, while utilizing ultra-low power and being ultra-compact. Building advanced cognition into AI can fundamentally transform a wide array of fields including personalized medicine, neuro-prosthesis, human-machine interaction and help realize the next-generation of context-aware AI. ",physics
"  Photonic bound states in the continuum (BICs) are special localized and non-decaying states of a photonic system with a frequency embedded into the spectrum of scattered states. The simplest photonic structure displaying a single BIC is provided by two waveguides side-coupled to a common waveguide lattice, where the BIC is protected by symmetry. Here we consider such a simple photonic structure and show that, breaking mirror symmetry and allowing for non-nearest neighbor couplings, a doublet of quasi-BIC states can be sustained, enabling weakly-damped embedded Rabi oscillations of photons between the waveguides. ",physics
"  Despite the utility of neural networks (NNs) for astronomical time-series classification, the proliferation of learning architectures applied to diverse datasets has thus far hampered a direct intercomparison of different approaches. Here we perform the first comprehensive study of variants of NN-based learning and inference for astronomical time-series, aiming to provide the community with an overview on relative performance and, hopefully, a set of best-in-class choices for practical implementations. In both supervised and self-supervised contexts, we study the effects of different time-series-compatible layer choices, namely the dilated temporal convolutional neural network (dTCNs), Long-Short Term Memory (LSTM) NNs, Gated Recurrent Units (GRUs) and temporal convolutional NNs (tCNNs). We also study the efficacy and performance of encoder-decoder (i.e., autoencoder) networks compared to direct classification networks, different pathways to include auxiliary (non-time-series) metadata, and different approaches to incorporate multi-passband data (i.e., multiple time-series per source). Performance---applied to a sample of 17,604 variable stars from the MACHO survey across 10 imbalanced classes---is measured in training convergence time, classification accuracy, reconstruction error, and generated latent variables. We find that networks with Recurrent NN (RNNs) generally outperform dTCNs and, in many scenarios, yield to similar accuracy as tCNNs. In learning time and memory requirements, convolution-based layers are more performant. We conclude by discussing the advantages and limitations of deep architectures for variable star classification, with a particular eye towards next-generation surveys such as LSST, WFIRST and ZTF2. ",astrophysics
"  For a positive integer $m$, a finite set of integers is said to be evenly distributed modulo $m$ if the set contains an equal number of elements in each congruence class modulo $m$. In this paper, we consider the problem of determining when the set of gaps of a numerical semigroup $S$ is evenly distributed modulo $m$. Of particular interest is the case when the nonzero elements of an Ap\'ery set of $S$ form an arithmetic sequence, which occurs precisely when $S$ is a numerical semigroup of embedding dimension 2 or a numerical semigroup of maximal embedding dimension generated by a generalized arithmetic sequence. We derive explicit conditions for which the gaps of these numerical semigroups are evenly distributed modulo $m$. ",mathematics
"  We present the nontrivial $W_{1+\infty}$ $n$-algebra and analyze its remarkable properties. We investigate the $W_{1+\infty}$ $n$-algebra in the Landau problem and discuss the realization of the classical $w_{\infty}$ 3-algebra. Furthermore, we discuss the case of the many-body system in the lowest Landau level and derive the constraints for correlation functions of the vertex operators. ",high energy physics theory
"  Starting with work of Serre, Katz, and Swinnerton--Dyer, theta operators have played a key role in the study of $p$-adic and $\bmod p$ modular forms and Galois representations. This paper achieves two main results for theta operators on automorphic forms on PEL-type Shimura varieties: 1) the analytic continuation at unramified primes $p$ to the whole Shimura variety of the $\bmod p$ reduction of $p$-adic Maass--Shimura operators {\it a priori} defined only over the $\mu$-ordinary locus, and 2) the construction of new $\bmod p$ theta operators that do not arise as the $\bmod p$ reduction of Maass--Shimura operators. While the main accomplishments of this paper concern the geometry of Shimura varieties and consequences for differential operators, we conclude with applications to Galois representations. Our approach involves a careful analysis of the behavior of Shimura varieties and enables us to obtain significantly more general results than allowed by prior techniques, including for arbitrary signature, vector weights, and unramified primes in CM fields of arbitrary degree. ",mathematics
"  We investigate the exact WKB method for the quantum Seiberg-Witten curve of 4d $N=2$ pure $SU(3)$ Yang-Mills, in the language of abelianization. The relevant differential equation is a third-order equation on $\mathbb{CP}^1$ with two irregular singularities. Exact WKB analysis leads us to consider new Darboux coordinates on a moduli space of flat SL(3,$\mathbb{C}$)-connections. In particular, in the weak coupling region we encounter coordinates of higher length-twist type generalizing Fenchel-Nielsen coordinates. The Darboux coordinates are conjectured to admit asymptotic expansions given by the formal quantum periods series; we perform numerical analysis supporting this conjecture. ",high energy physics theory
"  We study local-time well-posedness and breakdown for solutions of regularized Saint-Venant equations (regularized classical shallow water equations) recently introduced by Clamond and Dutykh. The system is linearly non-dispersive, and smooth solutions conserve an $H^1$-equivalent energy. No shock discontinuities can occur, but the system is known to admit weakly singular shock-profile solutions that dissipate energy. We identify a class of small-energy smooth solutions that develop singularities in the first derivatives in finite time. ",mathematics
"  We study the role of pions in hot dense matter encountered in astrophysics. We find that strong interactions enhance the number density of negatively charged pions and that this enhancement can be calculated reliably for a relevant range of density and temperature using the virial expansion. We assess the influence of pions and muons on the equation of state (EOS) and weak interaction rates in hot dense matter. We find that thermal pions increase the proton fraction and soften the EOS. We also find that charged current weak reactions involving pions and muons $\bar{\nu}_\mu+\mu^- \rightarrow \pi$ and $\nu_\mu+\pi^- \rightarrow \mu^-$ make an important contribution to the opacity of muon neutrinos. This could influence the dynamics of core-collapse supernovae and neutron star mergers. Finally, we note that pion-nucleon reactions can alter the evolution of the proton fraction when weak interactions are not in equilibrium. ",astrophysics
